class,text
Liberal,"Transgender employees will get health coverage        On Tuesday the federal government ordered health insurers to include transition-related health coverage for transgender employees in their plans. ""Effective January 1, 2016, no carrier participating in the Federal Employees Health Benefits Program may have a general exclusion of services, drugs or supplies related to gender transition or ̀ sex transformations,""' the new ""carrier letter"" said. LGBT advocates who have been pressing the administration for change welcomed the news. ""With today's announcement, transgender federal employees can now access health care that is so fundamental to their well- being and, in the long-term, will make transgender employees happier and more productive workers,"" National Center for Transgender Equality Executive Director Mara Keisling told. Yeah, it is really happy news for transgender people! Now the discrimination on coverage for trans people will be ended."
Liberal,We speak for all fellow members of LGBT community across the nation.
Liberal,We speak for all fellow members of LGBT community across the nation.
Liberal,We speak for all fellow members of LGBT community across the nation.
Liberal,"New LGBT community. Everyday news, updates, coming outs and much more!"
Liberal,"New LGBT community. Everyday news, updates, coming outs and much more!"
Liberal,We speak for all fellow members of LGBT community across the nation. Gender preference does not define you. Your spirit defines you.
Liberal,"Everyday news, updates, coming outs and much more! United we stand!"
Liberal,"Everyday news, updates, coming outs and much more! United we stand!"
Liberal,We speak for all fellow members of LGBT community across the nation. Gender preference does not define you. Your spirit defines you.
Liberal,We speak for all fellow members of LGBT community across the nation. Gender preference does not define you. Your spirit defines you.
Liberal,"What's life of black American today? How equal are we? Have you ever been hurt by aggressive police officers because of your race? What's your story?        Take an action and tell us your story and we post it on ""Black Matters"". We don't want our community to continue struggling with racism and police aggression. We want to fight back and to show how strong we are. Add your voice by sharing your experiences with us. You can send your story to blackmattersus@gmail.com or you can message us via Facebook anonym. or not. Being black in America comes with extra obstacles but together we call for powerful justice! Tell your story!"
